,date,open,close,high,low,volume
149,2018-01-13,1253.87,1388.02,1427.01,1252.0,75893.43201
150,2018-01-14,1388.1,1347.0,1391.89,1220.89,98391.19585
151,2018-01-15,1347.99,1271.0,1383.13,1258.12,69236.70476
152,2018-01-16,1268.67,1000.0,1275.01,780.0,343889.36509
153,2018-01-17,999.99,1000.0,1075.51,755.0,436333.67326
154,2018-01-18,1000.0,994.0,1075.2,924.21,294545.71207
155,2018-01-19,993.3,1032.5,1079.0,941.0,167954.11253
156,2018-01-20,1032.5,1152.75,1165.4,1031.0,123352.58362
157,2018-01-21,1150.37,1049.0,1152.69,998.0,175031.00789
158,2018-01-22,1049.0,993.0,1090.15,908.0,185212.52002
159,2018-01-23,993.0,980.0,1030.0,909.0,160159.63958
160,2018-01-24,981.2,1061.0,1074.0,953.09,134257.7947
161,2018-01-25,1060.34,1056.52,1115.0,1030.26,119415.93495
162,2018-01-26,1055.29,1051.03,1082.0,986.0,145113.638
163,2018-01-27,1051.03,1118.99,1127.99,1032.2,96894.33839
164,2018-01-28,1118.99,1251.96,1277.0,1112.0,143510.73586
165,2018-01-29,1251.96,1177.01,1258.89,1161.65,105292.76808
166,2018-01-30,1177.01,1085.5,1186.85,1051.0,155278.55404
167,2018-01-31,1084.63,1124.81,1135.0,1029.0,100372.03783
168,2018-02-01,1125.96,1041.94,1164.99,981.0,203355.29052
169,2018-02-02,1041.89,922.3,1047.2,783.67,377375.22874
170,2018-02-03,923.67,971.0,998.0,851.0,160037.88129
171,2018-02-04,971.0,823.56,975.0,789.0,186446.0316
172,2018-02-05,821.6,697.92,862.47,634.94,365516.52899
173,2018-02-06,697.93,779.25,798.0,570.1,648944.4204
174,2018-02-07,779.99,754.0,849.0,714.18,356403.4441
175,2018-02-08,753.19,781.66,786.93,751.0,10516.2619
176,2018-02-09,781.66,877.0,882.2,781.66,95447.67289
177,2018-02-10,876.3,851.15,911.2,800.0,214818.06768
178,2018-02-11,851.15,808.99,857.0,768.28,189323.408
179,2018-02-12,808.58,866.66,877.56,807.46,143586.93121
180,2018-02-13,866.39,841.57,871.0,820.0,110305.93537
181,2018-02-14,841.57,919.09,924.99,841.3,150342.85558
182,2018-02-15,919.09,924.55,946.66,895.59,155637.78524
183,2018-02-16,924.55,938.67,948.48,901.36,115540.16349
184,2018-02-17,938.6,969.99,974.0,933.48,110091.03618
185,2018-02-18,969.99,911.0,978.5,897.0,160129.79518
186,2018-02-19,911.0,938.11,956.22,906.04,80099.49534
187,2018-02-20,939.17,882.99,961.0,873.0,120056.67502
188,2018-02-21,882.99,835.89,908.88,812.87,176200.55151
189,2018-02-22,836.35,801.49,871.96,786.6,137561.85113
190,2018-02-23,801.47,851.6,885.0,785.99,154507.41338
191,2018-02-24,851.59,833.94,875.0,805.0,89311.5794
192,2018-02-25,833.92,841.19,849.5,813.18,59431.26474
193,2018-02-26,841.46,867.98,882.0,833.0,74911.4656
194,2018-02-27,867.98,870.11,897.49,860.69,63487.68425
195,2018-02-28,871.84,853.5,891.0,850.3,53620.45209
196,2018-03-01,853.5,870.63,879.96,848.65,43785.00503
197,2018-03-02,870.63,856.28,876.22,850.0,39436.26006
198,2018-03-03,856.27,856.02,870.78,852.3,34170.2942
199,2018-03-04,856.51,866.66,868.0,836.24,29735.01829
200,2018-03-05,866.61,849.84,871.75,847.2,30567.79813
201,2018-03-06,849.81,813.11,853.18,803.01,48658.06883
202,2018-03-07,813.31,749.9,826.2,718.4,109013.2838
203,2018-03-08,749.02,695.46,772.07,684.0,76312.77819
204,2018-03-09,695.48,723.71,727.92,640.0,116545.37303
205,2018-03-10,723.65,680.58,745.0,673.06,63012.67972
206,2018-03-11,680.58,720.85,735.0,659.15,73967.35869
207,2018-03-12,721.0,697.11,740.5,676.31,67732.85988
208,2018-03-13,696.52,689.94,713.76,680.0,55735.18315
209,2018-03-14,690.16,610.1,703.54,585.0,89904.25415
210,2018-03-15,610.1,608.83,621.12,570.0,94426.72453
211,2018-03-16,608.83,599.05,625.3,584.15,64720.20994
212,2018-03-17,599.03,546.95,609.26,544.0,68022.4592
213,2018-03-18,547.98,537.0,560.0,450.0,248817.226
214,2018-03-19,537.39,556.88,560.0,515.8,184798.77062
215,2018-03-20,556.88,557.0,567.87,515.0,135426.91549
216,2018-03-21,557.0,559.17,590.52,545.11,117019.17321
217,2018-03-22,559.15,539.92,578.6,516.0,111106.19916
218,2018-03-23,539.78,543.03,544.72,506.71,106416.06746
219,2018-03-24,543.2,520.22,545.99,518.63,87710.78945
220,2018-03-25,521.17,523.74,536.0,512.0,71903.1713
221,2018-03-26,523.95,485.0,527.67,465.56,151084.23688
222,2018-03-27,485.0,448.5,491.55,446.0,138188.76042
223,2018-03-28,448.5,446.67,466.0,440.14,89895.47885
224,2018-03-29,446.07,384.0,449.43,380.0,225341.94316
225,2018-03-30,383.87,392.43,412.04,366.0,292254.79437
226,2018-03-31,392.4,393.92,419.4,388.52,167833.59399
227,2018-04-01,393.93,378.58,399.91,356.9,150493.99422
